date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2010-03-24,20,14,0.0,11.6,5,5,60,12:35 PM,02:23 AM,06:37 AM,06:52 PM,6,17,17,17,15,6,51,0.0,1013,20,10,194,10
2010-03-25,18,11,0.0,11.6,4,4,67,01:45 PM,03:11 AM,06:35 AM,06:53 PM,10,14,14,14,14,15,76,0.0,1014,18,10,250,11
2010-03-26,13,11,0.0,10.2,4,4,75,02:56 PM,03:53 AM,06:34 AM,06:54 PM,10,12,12,12,9,48,86,3.7,1012,13,9,289,7
2010-03-27,14,12,0.0,10.2,3,3,82,04:07 PM,04:31 AM,06:32 AM,06:55 PM,11,12,13,12,16,48,86,2.9,1011,14,10,200,11
2010-03-28,17,13,0.0,11.6,4,4,89,05:17 PM,05:06 AM,06:31 AM,06:55 PM,11,14,15,14,36,14,79,0.0,1013,17,10,195,25
2010-03-29,17,12,0.0,11.6,4,4,96,06:27 PM,05:39 AM,06:30 AM,06:56 PM,9,13,14,13,28,5,71,0.0,1015,17,10,229,19
2010-03-30,15,11,0.0,11.6,4,4,100,07:37 PM,06:13 AM,06:28 AM,06:57 PM,8,12,13,12,20,1,71,0.0,1018,15,10,233,15
2010-03-31,16,11,0.0,11.6,4,4,100,08:46 PM,06:48 AM,06:27 AM,06:58 PM,9,14,14,14,13,2,73,0.0,1021,16,10,198,10
2010-04-01,20,11,0.0,11.6,5,5,77,09:55 PM,07:28 AM,06:26 AM,06:58 PM,8,16,16,16,12,5,59,0.0,1019,20,10,192,8
2010-04-02,20,13,0.0,11.6,5,5,70,10:59 PM,08:10 AM,06:24 AM,06:59 PM,7,18,18,18,13,6,49,0.0,1017,20,10,217,7
2010-04-03,23,16,0.0,11.6,5,5,62,11:59 PM,08:59 AM,06:23 AM,07:00 PM,6,19,20,19,32,8,42,0.0,1014,23,10,206,17
2010-04-04,20,13,0.0,11.6,5,5,55,No moonrise,09:51 AM,06:22 AM,07:01 PM,10,17,17,17,15,10,64,0.0,1015,20,10,209,9
2010-04-05,21,15,0.0,11.6,5,5,47,12:52 AM,10:47 AM,06:20 AM,07:01 PM,9,18,18,18,23,0,56,0.0,1016,21,10,156,13
2010-04-06,20,13,0.0,11.6,5,5,40,01:38 AM,11:44 AM,06:19 AM,07:02 PM,9,17,18,17,14,10,57,0.0,1012,20,10,208,10
2010-04-07,15,12,0.0,11.6,4,4,32,02:17 AM,12:41 PM,06:18 AM,07:03 PM,9,11,13,11,33,16,77,0.1,1011,15,10,227,25
2010-04-08,16,12,0.0,11.6,4,4,24,02:52 AM,01:38 PM,06:16 AM,07:04 PM,9,12,13,12,25,14,76,0.2,1014,16,10,232,19
2010-04-09,14,10,0.0,10.3,4,4,17,03:23 AM,02:34 PM,06:15 AM,07:05 PM,8,11,12,11,21,23,75,0.1,1016,14,10,226,16
2010-04-10,18,10,0.0,10.3,4,4,9,03:51 AM,03:30 PM,06:14 AM,07:05 PM,7,15,15,15,11,26,60,0.1,1013,18,10,197,7
2010-04-11,26,15,0.0,11.6,5,5,2,04:17 AM,04:24 PM,06:13 AM,07:06 PM,9,20,20,20,50,49,50,0.9,1004,26,10,171,28
2010-04-12,14,12,0.0,10.3,4,4,0,04:43 AM,05:21 PM,06:11 AM,07:07 PM,10,11,13,11,37,50,83,0.5,1009,14,8,231,28
2010-04-13,17,12,0.0,11.6,4,4,0,05:11 AM,06:18 PM,06:10 AM,07:08 PM,10,13,14,13,16,10,77,0.0,1015,17,10,232,13
2010-04-14,18,12,0.0,11.6,5,5,0,05:40 AM,07:18 PM,06:09 AM,07:08 PM,9,15,16,15,19,2,68,0.0,1014,18,10,193,13
2010-04-15,20,13,0.0,11.6,5,5,5,06:13 AM,08:20 PM,06:08 AM,07:09 PM,9,17,17,17,20,17,60,0.0,1014,20,10,189,12
2010-04-16,23,16,0.0,11.6,5,5,13,06:50 AM,09:23 PM,06:06 AM,07:10 PM,10,19,20,19,15,7,54,0.0,1011,23,10,173,9
2010-04-17,21,15,0.0,11.6,5,5,21,07:34 AM,10:25 PM,06:05 AM,07:11 PM,12,18,18,18,16,5,68,0.0,1013,21,10,206,11
2010-04-18,21,14,0.0,11.6,5,5,28,08:25 AM,11:25 PM,06:04 AM,07:11 PM,10,19,19,19,15,3,60,0.0,1016,21,10,193,10
2010-04-19,23,16,0.0,11.6,5,5,36,09:24 AM,No moonset,06:03 AM,07:12 PM,9,20,21,20,19,6,49,0.0,1014,23,10,151,11
2010-04-20,24,15,0.0,11.6,5,5,43,10:28 AM,12:20 AM,06:02 AM,07:13 PM,9,20,20,20,14,15,51,0.3,1011,24,10,181,8
2010-04-21,18,14,0.0,13.1,5,5,51,11:36 AM,01:09 AM,06:00 AM,07:14 PM,10,16,16,16,21,23,69,0.2,1008,18,10,190,16
2010-04-22,16,13,0.0,13.6,4,4,58,12:44 PM,01:51 AM,05:59 AM,07:15 PM,11,14,14,14,19,15,77,0.7,1011,16,10,229,15
2010-04-23,18,11,0.0,13.6,4,4,66,01:53 PM,02:29 AM,05:58 AM,07:15 PM,10,15,15,15,13,4,73,0.0,1016,18,10,289,10
2010-04-24,20,13,0.0,13.6,5,5,73,03:01 PM,03:04 AM,05:57 AM,07:16 PM,9,17,17,17,19,12,59,0.0,1017,20,10,143,13
2010-04-25,22,16,0.0,13.6,5,5,81,04:08 PM,03:37 AM,05:56 AM,07:17 PM,7,19,19,19,23,21,46,0.0,1014,22,10,138,13
2010-04-26,23,15,0.0,13.6,5,5,89,05:17 PM,04:09 AM,05:55 AM,07:18 PM,10,19,20,19,12,25,56,0.0,1011,23,10,194,7
2010-04-27,23,15,0.0,13.6,5,5,96,06:25 PM,04:43 AM,05:54 AM,07:18 PM,11,20,21,20,13,8,55,0.0,1011,23,10,201,8
2010-04-28,19,14,0.0,13.7,5,5,100,07:34 PM,05:20 AM,05:53 AM,07:19 PM,12,17,17,17,21,6,73,0.0,1012,19,10,220,17
2010-04-29,19,14,0.0,13.7,5,5,89,08:40 PM,06:01 AM,05:52 AM,07:20 PM,12,16,16,16,19,13,80,0.0,1013,19,10,231,16
2010-04-30,18,13,0.0,13.7,4,4,81,09:43 PM,06:48 AM,05:51 AM,07:21 PM,11,15,15,15,22,16,78,0.0,1011,18,10,207,17
2010-05-01,18,13,0.0,13.7,4,4,78,10:40 PM,07:39 AM,05:50 AM,07:22 PM,10,15,15,15,19,8,73,0.0,1012,18,10,222,14
2010-05-02,17,13,0.0,13.7,5,5,71,11:30 PM,08:34 AM,05:49 AM,07:22 PM,11,15,15,15,16,19,77,0.0,1013,17,10,234,12
2010-05-03,20,14,0.0,13.8,5,5,64,No moonrise,09:32 AM,05:48 AM,07:23 PM,12,17,17,17,14,3,72,0.0,1013,20,10,199,11
2010-05-04,22,14,0.0,13.8,5,5,57,12:12 AM,10:30 AM,05:47 AM,07:24 PM,11,19,20,19,12,2,61,0.0,1012,22,10,186,9
2010-05-05,23,16,0.0,13.8,5,5,49,12:49 AM,11:28 AM,05:46 AM,07:25 PM,11,20,21,20,15,0,57,0.0,1011,23,10,183,10
2010-05-06,23,17,0.0,13.8,5,5,42,01:22 AM,12:24 PM,05:45 AM,07:25 PM,12,20,21,20,15,2,59,0.0,1009,23,10,183,10
2010-05-07,25,17,0.0,13.8,6,6,35,01:51 AM,01:20 PM,05:44 AM,07:26 PM,11,21,22,21,17,9,55,0.0,1009,25,10,226,10
2010-05-08,24,17,0.0,13.8,6,6,27,02:18 AM,02:15 PM,05:43 AM,07:27 PM,11,21,22,21,12,9,52,0.0,1009,24,10,198,8
2010-05-09,25,17,0.0,13.9,6,6,20,02:44 AM,03:10 PM,05:42 AM,07:28 PM,9,22,23,22,18,6,44,0.0,1007,25,10,207,10
2010-05-10,29,18,0.0,13.9,6,6,13,03:11 AM,04:07 PM,05:41 AM,07:29 PM,12,25,25,25,22,16,46,0.0,1002,29,10,208,11
2010-05-11,24,17,0.0,13.9,5,5,6,03:40 AM,05:06 PM,05:40 AM,07:29 PM,15,20,21,20,19,11,72,0.0,1007,24,10,201,13
2010-05-12,24,16,0.0,13.9,5,5,0,04:11 AM,06:07 PM,05:40 AM,07:30 PM,15,21,22,21,11,5,67,0.0,1009,24,10,193,8
2010-05-13,24,17,0.0,13.9,6,6,0,04:47 AM,07:11 PM,05:39 AM,07:31 PM,15,22,23,22,11,1,64,0.0,1011,24,10,247,8
2010-05-14,25,17,0.0,13.9,6,6,1,05:29 AM,08:14 PM,05:38 AM,07:32 PM,13,23,24,23,11,2,57,0.0,1011,25,10,203,8
2010-05-15,26,18,0.0,14.0,6,6,9,06:18 AM,09:17 PM,05:37 AM,07:32 PM,11,24,24,23,15,5,48,0.0,1012,26,10,204,10
2010-05-16,28,22,0.0,14.0,7,7,16,07:16 AM,10:14 PM,05:37 AM,07:33 PM,12,26,26,25,21,6,43,0.0,1012,28,10,236,12
2010-05-17,23,20,0.0,14.0,6,6,23,08:20 AM,11:06 PM,05:36 AM,07:34 PM,13,21,23,21,27,18,60,0.7,1012,23,10,207,17
2010-05-18,21,16,0.0,14.0,5,5,31,09:28 AM,11:51 PM,05:35 AM,07:35 PM,13,18,19,18,25,29,70,0.0,1012,21,10,225,19
2010-05-19,20,15,0.0,14.0,5,5,38,10:37 AM,No moonset,05:35 AM,07:35 PM,12,18,18,18,16,2,71,0.0,1014,20,10,252,13
2010-05-20,20,15,0.0,14.0,5,5,45,11:45 AM,12:30 AM,05:34 AM,07:36 PM,13,17,17,17,16,2,74,0.0,1015,20,10,236,13
2010-05-21,22,14,0.0,14.0,5,5,52,12:52 PM,01:05 AM,05:33 AM,07:37 PM,13,19,20,19,15,1,69,0.0,1013,22,10,199,10
2010-05-22,25,17,0.0,14.0,6,6,60,01:59 PM,01:38 AM,05:33 AM,07:37 PM,11,22,22,22,22,3,55,0.0,1010,25,10,205,15
2010-05-23,19,16,0.0,14.1,5,5,67,03:05 PM,02:09 AM,05:32 AM,07:38 PM,13,17,17,17,26,15,77,0.0,1013,19,10,235,21
2010-05-24,21,15,0.0,14.1,5,5,74,04:11 PM,02:42 AM,05:32 AM,07:39 PM,13,18,18,18,16,7,74,0.0,1015,21,10,237,13
2010-05-25,23,14,0.0,14.1,5,5,81,05:18 PM,03:17 AM,05:31 AM,07:39 PM,12,20,21,20,21,6,61,0.0,1015,23,10,190,15
2010-05-26,26,18,0.0,14.1,6,6,89,06:24 PM,03:56 AM,05:31 AM,07:40 PM,11,23,23,22,29,3,50,0.0,1012,26,10,154,18
2010-05-27,29,20,0.0,14.1,6,6,96,07:29 PM,04:39 AM,05:30 AM,07:41 PM,11,24,24,24,28,7,45,0.0,1009,29,10,179,16
2010-05-28,22,18,0.0,14.1,5,5,100,08:27 PM,05:28 AM,05:30 AM,07:41 PM,16,20,20,20,27,12,78,0.0,1011,22,10,211,20
2010-05-29,23,17,0.0,14.1,5,5,89,09:21 PM,06:22 AM,05:29 AM,07:42 PM,15,20,21,20,14,3,74,0.0,1012,23,10,230,11
2010-05-30,25,18,0.0,14.1,6,6,82,10:07 PM,07:20 AM,05:29 AM,07:43 PM,16,23,25,23,11,1,65,0.0,1011,25,10,186,9
2010-05-31,27,21,0.0,14.1,6,6,78,10:46 PM,08:18 AM,05:29 AM,07:43 PM,14,25,25,24,22,0,54,0.0,1009,27,10,184,12
2010-06-01,29,21,0.0,14.2,6,6,63,11:21 PM,09:17 AM,05:28 AM,07:44 PM,14,27,27,26,15,7,49,0.0,1007,29,10,159,8
2010-06-02,25,19,0.0,14.2,6,6,55,11:51 PM,10:14 AM,05:28 AM,07:44 PM,14,25,25,23,21,7,56,0.0,1008,25,10,222,15
2010-06-03,24,18,0.0,14.2,6,6,48,No moonrise,11:10 AM,05:28 AM,07:45 PM,17,23,24,23,11,0,71,0.0,1011,24,10,222,9
2010-06-04,25,18,0.0,14.2,6,6,40,12:18 AM,12:05 PM,05:28 AM,07:46 PM,16,23,24,23,12,0,68,0.0,1012,25,10,183,9
2010-06-05,24,17,0.0,14.2,6,6,32,12:45 AM,01:00 PM,05:27 AM,07:46 PM,16,22,23,22,13,6,69,0.0,1012,24,10,255,10
2010-06-06,25,19,0.0,14.2,6,6,25,01:11 AM,01:55 PM,05:27 AM,07:47 PM,15,24,24,23,15,11,61,0.0,1010,25,10,218,10
2010-06-07,25,18,0.0,14.2,6,6,17,01:39 AM,02:52 PM,05:27 AM,07:47 PM,14,22,23,22,24,12,63,0.0,1008,25,10,225,18
2010-06-08,23,18,0.0,14.2,5,5,10,02:08 AM,03:52 PM,05:27 AM,07:48 PM,15,20,21,20,26,7,76,0.0,1009,23,10,227,20
2010-06-09,23,18,0.0,14.2,5,5,2,02:42 AM,04:54 PM,05:27 AM,07:48 PM,16,20,20,20,19,12,78,0.0,1011,23,10,228,15
2010-06-10,23,17,0.0,14.2,5,5,0,03:21 AM,05:58 PM,05:27 AM,07:49 PM,15,20,20,20,18,6,77,0.0,1010,23,10,227,14
2010-06-11,26,17,0.0,14.2,6,6,0,04:08 AM,07:02 PM,05:27 AM,07:49 PM,14,24,24,24,19,3,55,0.0,1008,26,10,199,12
2010-06-12,29,22,0.0,14.2,6,6,0,05:03 AM,08:03 PM,05:27 AM,07:49 PM,14,27,27,26,19,1,50,0.0,1007,29,10,185,11
2010-06-13,27,19,0.0,14.2,6,6,5,06:05 AM,08:58 PM,05:27 AM,07:50 PM,16,25,25,24,18,1,65,0.0,1009,27,10,212,14
2010-06-14,25,18,0.0,14.2,6,6,13,07:14 AM,09:47 PM,05:27 AM,07:50 PM,16,22,23,22,18,0,70,0.0,1011,25,10,216,14
2010-06-15,24,17,0.0,14.2,6,6,20,08:25 AM,10:29 PM,05:27 AM,07:51 PM,16,22,24,22,12,1,70,0.0,1010,24,10,239,9
2010-06-16,26,19,0.0,14.2,6,6,28,09:36 AM,11:06 PM,05:27 AM,07:51 PM,17,24,24,23,17,3,71,0.0,1007,26,10,225,11
2010-06-17,28,21,0.0,14.2,6,6,35,10:44 AM,11:40 PM,05:27 AM,07:51 PM,17,27,27,25,15,1,61,0.0,1005,28,10,237,10
2010-06-18,28,22,0.0,14.2,6,6,43,11:52 AM,No moonset,05:27 AM,07:51 PM,17,26,26,25,18,3,60,0.0,1004,28,10,207,11
2010-06-19,28,21,0.0,14.3,6,6,50,12:58 PM,12:12 AM,05:27 AM,07:52 PM,18,26,26,24,21,4,67,0.0,1004,28,10,208,14
2010-06-20,27,21,0.0,14.3,6,6,58,02:03 PM,12:44 AM,05:27 AM,07:52 PM,16,26,26,25,22,1,61,0.0,1007,27,10,184,14
2010-06-21,30,22,0.0,14.2,7,7,65,03:09 PM,01:18 AM,05:28 AM,07:52 PM,14,27,27,27,16,0,44,0.0,1009,30,10,220,9
2010-06-22,31,21,0.0,14.2,7,7,73,04:14 PM,01:55 AM,05:28 AM,07:52 PM,13,26,26,26,29,1,49,0.0,1006,31,10,211,19
2010-06-23,24,20,0.0,14.3,6,6,80,05:18 PM,02:35 AM,05:28 AM,07:53 PM,17,22,23,22,30,5,75,0.0,1007,24,10,220,23
2010-06-24,23,19,0.0,14.3,6,6,88,06:18 PM,03:22 AM,05:28 AM,07:53 PM,16,20,21,20,27,25,79,0.0,1007,23,10,235,21
2010-06-25,24,19,0.0,14.2,6,6,96,07:13 PM,04:13 AM,05:29 AM,07:53 PM,16,21,22,21,21,11,73,0.0,1007,24,10,236,17
2010-06-26,24,19,0.0,14.2,6,6,100,08:01 PM,05:09 AM,05:29 AM,07:53 PM,16,21,22,21,19,11,76,0.0,1009,24,10,235,15
2010-06-27,24,18,0.0,14.2,6,6,89,08:43 PM,06:07 AM,05:29 AM,07:53 PM,16,21,22,21,15,5,76,0.0,1011,24,10,234,12
2010-06-28,25,17,0.0,14.2,6,6,82,09:20 PM,07:06 AM,05:30 AM,07:53 PM,16,23,24,23,12,3,65,0.0,1011,25,10,180,9
2010-06-29,29,21,0.0,14.2,6,6,74,09:51 PM,08:04 AM,05:30 AM,07:53 PM,15,26,26,25,16,2,52,0.0,1008,29,10,205,11
2010-06-30,27,19,0.0,14.2,6,6,67,10:20 PM,09:00 AM,05:30 AM,07:53 PM,18,25,25,24,13,0,70,0.0,1009,27,10,221,11
2010-07-01,25,19,0.0,14.2,6,6,64,10:47 PM,09:56 AM,05:31 AM,07:53 PM,18,23,24,23,13,2,75,0.0,1009,25,10,251,11
2010-07-02,26,19,0.0,14.2,6,6,57,11:13 PM,10:50 AM,05:31 AM,07:53 PM,18,26,26,24,11,0,73,0.0,1008,26,10,214,9
2010-07-03,27,20,0.0,14.2,6,6,50,11:40 PM,11:45 AM,05:32 AM,07:53 PM,19,27,27,25,11,1,70,0.0,1007,27,10,187,9
2010-07-04,28,22,0.0,14.2,6,6,42,No moonrise,12:40 PM,05:32 AM,07:53 PM,19,28,28,27,11,0,65,0.0,1007,28,10,167,9
2010-07-05,29,21,0.0,14.2,6,6,35,12:07 AM,01:38 PM,05:33 AM,07:53 PM,18,28,28,26,12,0,62,0.0,1007,29,10,204,9
2010-07-06,27,20,0.0,14.2,6,6,28,12:38 AM,02:38 PM,05:33 AM,07:53 PM,18,26,26,25,13,0,65,0.0,1008,27,10,222,10
2010-07-07,27,19,0.0,14.2,6,6,21,01:15 AM,03:40 PM,05:34 AM,07:52 PM,17,26,26,24,10,0,63,0.0,1009,27,10,221,8
2010-07-08,26,19,0.0,14.2,6,6,13,01:57 AM,04:43 PM,05:34 AM,07:52 PM,17,25,25,24,13,0,68,0.0,1009,26,10,210,11
2010-07-09,27,19,0.0,14.2,6,6,6,02:47 AM,05:46 PM,05:35 AM,07:52 PM,18,26,26,24,13,0,70,0.0,1008,27,10,223,10
2010-07-10,29,21,0.0,14.2,6,6,0,03:46 AM,06:44 PM,05:35 AM,07:52 PM,19,28,28,26,16,0,65,0.0,1009,29,10,137,11
2010-07-11,29,22,0.0,14.2,7,7,0,04:53 AM,07:37 PM,05:36 AM,07:51 PM,19,28,28,26,20,1,65,0.0,1009,29,10,215,14
2010-07-12,31,24,0.0,14.2,7,7,1,06:04 AM,08:23 PM,05:36 AM,07:51 PM,20,29,29,28,14,0,62,0.0,1008,31,10,263,10
2010-07-13,30,22,0.0,14.1,7,7,8,07:17 AM,09:04 PM,05:37 AM,07:51 PM,18,28,28,27,15,0,59,0.0,1006,30,10,223,11
2010-07-14,28,21,0.0,14.1,6,6,16,08:29 AM,09:40 PM,05:38 AM,07:50 PM,19,26,26,24,20,0,73,0.0,1004,28,10,225,14
2010-07-15,28,21,0.0,14.1,6,6,23,09:40 AM,10:13 PM,05:38 AM,07:50 PM,20,25,25,24,22,1,78,0.0,1004,28,10,217,16
2010-07-16,28,21,0.0,14.1,6,6,30,10:48 AM,10:46 PM,05:39 AM,07:49 PM,19,25,25,24,17,4,77,0.0,1007,28,10,254,12
2010-07-17,28,22,0.0,14.1,6,6,37,11:55 AM,11:20 PM,05:39 AM,07:49 PM,21,27,27,25,16,8,79,0.0,1008,28,10,224,12
2010-07-18,28,22,0.0,14.1,6,6,45,01:02 PM,11:56 PM,05:40 AM,07:48 PM,20,27,27,25,19,2,74,0.0,1008,28,10,220,15
2010-07-19,28,21,0.0,14.1,6,6,52,02:07 PM,No moonset,05:41 AM,07:48 PM,21,28,28,26,11,2,76,0.0,1008,28,10,230,9
2010-07-20,28,22,0.0,14.1,6,6,59,03:12 PM,12:35 AM,05:41 AM,07:47 PM,20,27,27,25,17,3,74,0.0,1007,28,10,234,13
2010-07-21,27,21,0.0,14.1,6,6,66,04:12 PM,01:20 AM,05:42 AM,07:47 PM,20,25,25,24,19,5,79,0.0,1006,27,10,226,14
2010-07-22,28,21,0.0,14.0,6,6,74,05:08 PM,02:09 AM,05:43 AM,07:46 PM,21,27,27,25,14,4,78,0.0,1004,28,10,239,11
2010-07-23,28,22,0.0,14.0,6,6,81,05:58 PM,03:03 AM,05:43 AM,07:46 PM,20,27,27,25,15,3,76,0.0,1003,28,10,227,12
2010-07-24,28,22,0.0,14.0,6,6,88,06:42 PM,03:59 AM,05:44 AM,07:45 PM,19,26,26,24,24,9,76,0.0,1003,28,10,218,18
2010-07-25,28,22,0.0,14.0,7,7,96,07:20 PM,04:58 AM,05:45 AM,07:44 PM,20,27,27,25,24,4,73,0.0,1003,28,10,211,17
2010-07-26,29,22,0.0,14.0,6,6,100,07:53 PM,05:56 AM,05:45 AM,07:44 PM,20,27,27,26,17,1,70,0.0,1006,29,10,200,13
2010-07-27,29,22,0.0,14.0,6,6,90,08:22 PM,06:52 AM,05:46 AM,07:43 PM,20,28,28,26,14,1,71,0.0,1009,29,10,262,11
2010-07-28,27,21,0.0,14.0,6,6,83,08:50 PM,07:48 AM,05:47 AM,07:42 PM,21,26,26,24,17,17,81,0.0,1007,27,10,243,13
2010-07-29,28,23,0.0,13.9,7,7,75,09:16 PM,08:43 AM,05:47 AM,07:41 PM,22,28,28,26,15,4,80,0.0,1005,28,10,249,11
2010-07-30,29,23,0.0,13.9,7,7,68,09:42 PM,09:38 AM,05:48 AM,07:41 PM,22,30,30,27,19,0,73,0.0,1006,29,10,219,13
2010-07-31,31,26,0.0,13.9,7,7,64,10:09 PM,10:32 AM,05:49 AM,07:40 PM,20,32,32,30,23,0,56,0.0,1006,31,10,184,14
2010-08-01,31,28,0.0,13.9,7,7,54,10:39 PM,11:28 AM,05:50 AM,07:39 PM,21,34,34,30,17,0,57,0.0,1006,31,10,193,11
2010-08-02,31,26,0.0,13.9,7,7,46,11:12 PM,12:26 PM,05:50 AM,07:38 PM,23,33,33,30,10,4,67,0.0,1005,31,10,211,7
2010-08-03,30,26,0.0,13.9,7,7,39,11:50 PM,01:26 PM,05:51 AM,07:37 PM,23,33,33,29,9,17,74,0.0,1003,30,10,255,7
2010-08-04,30,25,0.0,13.8,7,7,32,No moonrise,02:27 PM,05:52 AM,07:36 PM,24,31,31,27,16,15,80,0.0,1003,30,10,232,12
2010-08-05,29,25,0.0,13.8,7,7,24,12:35 AM,03:29 PM,05:52 AM,07:36 PM,22,30,30,27,17,7,77,0.0,1006,29,10,226,13
2010-08-06,32,25,0.0,13.8,7,7,17,01:29 AM,04:28 PM,05:53 AM,07:35 PM,18,32,32,30,18,0,50,0.0,1009,32,10,162,11
2010-08-07,33,26,0.0,13.8,7,7,10,02:30 AM,05:23 PM,05:54 AM,07:34 PM,18,32,32,31,16,0,49,0.0,1010,33,10,176,10
2010-08-08,28,24,0.0,13.8,7,7,3,03:39 AM,06:12 PM,05:55 AM,07:33 PM,22,30,30,27,11,0,71,0.0,1008,28,10,257,9
2010-08-09,28,23,0.0,13.8,7,7,0,04:52 AM,06:56 PM,05:55 AM,07:32 PM,22,30,30,27,8,1,73,0.0,1007,28,10,258,7
2010-08-10,28,23,0.0,13.8,7,7,0,06:05 AM,07:35 PM,05:56 AM,07:31 PM,22,29,29,27,11,5,77,0.0,1007,28,10,228,9
2010-08-11,28,23,0.0,13.7,7,7,4,07:18 AM,08:10 PM,05:57 AM,07:30 PM,23,30,30,27,10,3,80,0.0,1008,28,10,272,8
2010-08-12,28,23,0.0,13.7,7,7,12,08:29 AM,08:44 PM,05:57 AM,07:29 PM,23,30,30,27,10,1,77,0.0,1009,28,10,255,8
2010-08-13,28,22,0.0,13.7,7,7,19,09:40 AM,09:19 PM,05:58 AM,07:27 PM,23,29,29,26,11,10,81,0.0,1009,28,10,252,9
2010-08-14,28,23,0.0,13.7,7,7,26,10:49 AM,09:56 PM,05:59 AM,07:26 PM,23,29,29,26,10,11,83,0.0,1008,28,10,259,8
2010-08-15,29,25,0.0,13.3,7,7,33,11:57 AM,10:35 PM,06:00 AM,07:25 PM,24,32,32,28,11,3,78,0.0,1007,29,10,205,9
2010-08-16,30,25,0.0,13.2,7,7,41,01:03 PM,11:18 PM,06:00 AM,07:24 PM,24,34,34,29,7,0,72,0.0,1006,30,10,206,6
2010-08-17,30,25,0.0,11.6,7,7,48,02:06 PM,No moonset,06:01 AM,07:23 PM,23,33,33,29,9,0,69,0.0,1006,30,10,196,7
2010-08-18,31,25,0.0,11.6,7,7,55,03:04 PM,12:06 AM,06:02 AM,07:22 PM,22,34,34,30,7,0,63,0.0,1005,31,10,199,6
2010-08-19,33,27,0.0,11.6,8,8,63,03:56 PM,12:59 AM,06:02 AM,07:21 PM,19,33,33,31,21,0,49,0.0,1006,33,10,149,12
2010-08-20,35,29,0.0,11.6,8,8,70,04:41 PM,01:54 AM,06:03 AM,07:19 PM,18,34,34,32,31,0,44,0.0,1008,35,10,63,16
2010-08-21,32,26,0.0,11.6,7,7,77,05:21 PM,02:52 AM,06:04 AM,07:18 PM,23,35,35,31,10,0,66,0.0,1006,32,10,189,7
2010-08-22,29,25,0.0,11.6,7,7,84,05:55 PM,03:50 AM,06:04 AM,07:17 PM,24,32,32,27,12,6,82,0.0,1004,29,10,263,10
2010-08-23,29,25,0.0,11.6,7,7,92,06:25 PM,04:46 AM,06:05 AM,07:16 PM,23,30,30,27,11,11,82,0.0,1004,29,10,240,9
2010-08-24,30,25,0.0,11.6,7,7,99,06:53 PM,05:43 AM,06:06 AM,07:15 PM,22,32,32,29,11,0,69,0.0,1006,30,10,216,9
2010-08-25,30,24,0.0,11.6,7,7,100,07:20 PM,06:37 AM,06:06 AM,07:13 PM,22,30,30,27,18,0,74,0.0,1006,30,10,218,13
2010-08-26,28,23,0.0,11.6,7,7,87,07:47 PM,07:32 AM,06:07 AM,07:12 PM,21,28,28,26,16,1,77,0.0,1004,28,10,224,12
2010-08-27,29,23,0.0,11.6,7,7,79,08:13 PM,08:26 AM,06:08 AM,07:11 PM,23,32,32,28,10,0,73,0.0,1005,29,10,215,8
2010-08-28,30,25,0.0,11.6,7,7,72,08:42 PM,09:22 AM,06:09 AM,07:09 PM,22,32,32,29,10,0,70,0.0,1006,30,10,249,8
2010-08-29,29,24,0.0,11.6,7,7,65,09:13 PM,10:18 AM,06:09 AM,07:08 PM,23,31,31,28,10,0,74,0.0,1008,29,10,237,8
2010-08-30,29,23,0.0,11.6,7,7,57,09:49 PM,11:17 AM,06:10 AM,07:07 PM,22,30,30,27,10,6,77,0.0,1007,29,10,251,9
2010-08-31,28,24,0.0,11.6,7,7,54,10:30 PM,12:16 PM,06:11 AM,07:05 PM,22,28,28,26,15,8,81,0.0,1005,28,10,240,12
2010-09-01,28,23,0.0,11.6,7,7,37,11:19 PM,01:16 PM,06:11 AM,07:04 PM,21,28,28,26,17,5,77,0.0,1006,28,10,238,13
2010-09-02,28,23,0.0,11.6,7,7,29,No moonrise,02:15 PM,06:12 AM,07:03 PM,20,27,27,25,16,4,74,0.0,1010,28,10,243,13
2010-09-03,28,23,0.0,11.6,7,7,22,12:15 AM,03:10 PM,06:13 AM,07:01 PM,21,29,29,27,10,0,68,0.0,1012,28,10,267,9
2010-09-04,29,22,0.0,11.6,7,7,14,01:19 AM,04:00 PM,06:13 AM,07:00 PM,20,29,29,27,11,0,68,0.0,1009,29,10,246,9
2010-09-05,29,23,0.0,11.6,7,7,7,02:27 AM,04:46 PM,06:14 AM,06:59 PM,20,29,29,27,9,0,67,0.0,1008,29,10,210,8
2010-09-06,29,23,0.0,11.6,7,7,0,03:39 AM,05:27 PM,06:15 AM,06:57 PM,20,28,28,26,16,0,70,0.0,1008,29,10,207,12
2010-09-07,29,24,0.0,11.6,7,7,0,04:52 AM,06:03 PM,06:15 AM,06:56 PM,20,28,28,26,18,2,70,0.0,1009,29,10,224,13
2010-09-08,28,22,0.0,11.6,6,6,0,06:04 AM,06:39 PM,06:16 AM,06:55 PM,20,27,27,25,13,2,74,0.0,1011,28,10,236,11
