date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2014-07-03,27,23,0.0,14.2,7,7,37,10:55 AM,11:22 PM,05:32 AM,07:53 PM,21,28,28,26,14,0,75,0.0,1007,27,10,226,11
2014-07-04,27,24,0.0,14.2,7,7,45,11:49 AM,11:54 PM,05:32 AM,07:53 PM,21,28,28,26,19,0,75,0.0,1002,27,10,215,14
2014-07-05,27,23,0.0,14.2,6,6,52,12:44 PM,No moonset,05:33 AM,07:53 PM,20,26,26,25,24,0,74,0.0,1004,27,10,220,18
2014-07-06,25,21,0.0,14.2,6,6,59,01:42 PM,12:28 AM,05:33 AM,07:53 PM,19,26,26,24,14,0,73,0.0,1008,25,10,251,11
2014-07-07,26,23,0.0,14.2,6,6,66,02:40 PM,01:05 AM,05:34 AM,07:52 PM,20,28,28,26,11,0,70,0.0,1009,26,10,234,9
2014-07-08,27,23,0.0,14.2,6,6,74,03:42 PM,01:46 AM,05:34 AM,07:52 PM,20,28,28,26,14,0,71,0.0,1007,27,10,227,11
2014-07-09,27,23,0.0,14.2,7,7,81,04:44 PM,02:31 AM,05:35 AM,07:52 PM,20,28,28,26,17,1,69,0.0,1007,27,10,217,13
2014-07-10,28,24,0.0,14.2,7,7,88,05:46 PM,03:24 AM,05:35 AM,07:52 PM,19,28,28,26,21,0,63,0.0,1007,28,10,215,14
2014-07-11,27,23,0.0,14.2,7,7,96,06:45 PM,04:23 AM,05:36 AM,07:51 PM,21,29,29,27,11,0,70,0.0,1009,27,10,210,9
2014-07-12,29,25,0.0,14.2,7,7,100,07:40 PM,05:28 AM,05:36 AM,07:51 PM,20,31,31,29,11,0,62,0.0,1010,29,10,265,8
2014-07-13,26,23,0.0,14.1,6,6,90,08:30 PM,06:37 AM,05:37 AM,07:51 PM,18,26,26,24,26,0,68,0.0,1010,26,10,217,20
2014-07-14,25,22,0.0,14.1,6,6,83,09:16 PM,07:47 AM,05:38 AM,07:50 PM,19,26,26,24,26,0,74,0.0,1007,25,10,221,21
2014-07-15,26,23,0.0,14.1,6,6,75,09:58 PM,08:56 AM,05:38 AM,07:50 PM,20,26,26,24,23,4,77,0.0,1007,26,10,223,18
2014-07-16,26,23,0.0,14.1,6,6,68,10:37 PM,10:04 AM,05:39 AM,07:49 PM,20,26,26,24,20,5,78,0.0,1008,26,10,236,16
2014-07-17,25,22,0.0,14.1,6,6,61,11:16 PM,11:10 AM,05:39 AM,07:49 PM,19,26,26,24,18,2,75,0.0,1009,25,10,242,14
2014-07-18,25,22,0.0,14.1,6,6,54,11:54 PM,12:13 PM,05:40 AM,07:48 PM,19,25,25,23,18,1,77,0.0,1008,25,10,237,14
2014-07-19,25,22,0.0,14.1,6,6,46,No moonrise,01:15 PM,05:41 AM,07:48 PM,19,25,25,24,22,0,75,0.0,1007,25,10,226,17
2014-07-20,26,22,0.0,14.1,6,6,39,12:33 AM,02:14 PM,05:41 AM,07:47 PM,19,26,26,24,27,5,76,0.0,1006,26,10,213,22
2014-07-21,25,23,0.0,14.1,6,6,32,01:15 AM,03:12 PM,05:42 AM,07:47 PM,20,26,26,24,23,11,78,0.0,1007,25,10,220,18
2014-07-22,26,23,0.0,14.0,6,6,24,01:59 AM,04:06 PM,05:43 AM,07:46 PM,20,27,27,25,16,4,75,0.0,1007,26,10,242,13
2014-07-23,27,23,0.0,14.0,7,7,17,02:45 AM,04:58 PM,05:43 AM,07:46 PM,21,28,28,26,12,2,73,0.0,1008,27,10,235,10
2014-07-24,27,23,0.0,14.0,6,6,10,03:34 AM,05:45 PM,05:44 AM,07:45 PM,19,27,27,25,19,1,71,0.0,1007,27,10,228,14
2014-07-25,25,22,0.0,14.0,6,6,3,04:24 AM,06:29 PM,05:45 AM,07:44 PM,19,25,25,24,19,1,76,0.0,1006,25,10,238,15
2014-07-26,26,22,0.0,14.0,6,6,0,05:17 AM,07:09 PM,05:45 AM,07:44 PM,19,26,26,24,17,0,73,0.0,1008,26,10,230,14
2014-07-27,26,22,0.0,14.0,6,6,0,06:10 AM,07:46 PM,05:46 AM,07:43 PM,20,27,27,25,15,1,75,0.0,1011,26,10,228,12
2014-07-28,26,23,0.0,14.0,6,6,4,07:03 AM,08:20 PM,05:47 AM,07:42 PM,22,28,28,26,10,2,80,0.0,1011,26,10,246,9
2014-07-29,27,24,0.0,13.9,7,7,12,07:56 AM,08:53 PM,05:48 AM,07:41 PM,21,28,28,26,15,0,72,0.0,1008,27,10,221,12
2014-07-30,27,23,0.0,13.9,7,7,19,08:49 AM,09:25 PM,05:48 AM,07:41 PM,21,28,28,26,17,0,73,0.0,1007,27,10,233,12
2014-07-31,27,22,0.0,13.9,6,6,23,09:43 AM,09:57 PM,05:49 AM,07:40 PM,22,28,28,26,11,1,78,0.0,1007,27,10,252,10
2014-08-01,27,23,0.0,13.9,6,6,33,10:37 AM,10:29 PM,05:50 AM,07:39 PM,22,28,28,26,10,1,78,0.0,1006,27,10,248,9
2014-08-02,27,23,0.0,13.9,6,6,41,11:33 AM,11:04 PM,05:50 AM,07:38 PM,20,27,27,25,17,4,73,0.0,1006,27,10,235,14
2014-08-03,26,22,0.0,13.9,6,6,48,12:29 PM,11:42 PM,05:51 AM,07:37 PM,19,26,26,24,20,0,76,0.0,1006,26,10,232,15
2014-08-04,26,22,0.0,13.8,6,6,55,01:28 PM,No moonset,05:52 AM,07:36 PM,19,26,26,24,25,0,75,0.0,1004,26,10,216,20
2014-08-05,27,23,0.0,13.8,6,6,63,02:27 PM,12:24 AM,05:52 AM,07:35 PM,21,27,27,25,29,2,78,0.0,1003,27,10,209,22
2014-08-06,27,24,0.0,13.8,7,7,70,03:28 PM,01:12 AM,05:53 AM,07:35 PM,21,28,28,26,17,3,78,0.0,1005,27,10,223,13
2014-08-07,27,24,0.0,13.8,7,7,77,04:27 PM,02:06 AM,05:54 AM,07:34 PM,22,29,29,26,12,3,78,0.0,1007,27,10,240,10
2014-08-08,26,23,0.0,13.8,6,6,84,05:24 PM,03:07 AM,05:55 AM,07:33 PM,20,27,27,25,15,1,75,0.0,1009,26,10,242,12
2014-08-09,26,22,0.0,13.8,6,6,92,06:16 PM,04:13 AM,05:55 AM,07:32 PM,20,26,26,24,18,2,76,0.0,1009,26,10,235,14
2014-08-10,26,23,0.0,13.8,6,6,99,07:05 PM,05:22 AM,05:56 AM,07:31 PM,21,27,27,25,14,3,77,0.0,1008,26,10,246,12
2014-08-11,27,23,0.0,13.7,7,7,100,07:50 PM,06:33 AM,05:57 AM,07:30 PM,22,28,28,26,10,3,78,0.0,1009,27,10,261,9
2014-08-12,28,24,0.0,13.7,7,7,87,08:31 PM,07:43 AM,05:57 AM,07:28 PM,22,30,30,28,11,0,72,0.0,1007,28,10,227,9
2014-08-13,28,24,0.0,13.7,7,7,79,09:12 PM,08:52 AM,05:58 AM,07:27 PM,22,30,30,27,13,0,71,0.0,1007,28,10,233,10
2014-08-14,29,25,0.0,13.7,7,7,72,09:52 PM,09:59 AM,05:59 AM,07:26 PM,22,33,33,29,8,0,67,0.0,1008,29,10,298,7
2014-08-15,28,25,0.0,13.3,7,7,65,10:32 PM,11:03 AM,06:00 AM,07:25 PM,23,31,31,28,10,1,75,0.0,1009,28,10,260,9
2014-08-16,27,24,0.0,13.2,7,7,57,11:14 PM,12:06 PM,06:00 AM,07:24 PM,22,28,28,26,16,3,79,0.0,1006,27,10,233,13
2014-08-17,27,24,0.0,11.6,7,7,50,11:57 PM,01:05 PM,06:01 AM,07:23 PM,22,29,29,26,17,2,79,0.0,1003,27,10,226,13
2014-08-18,28,25,0.0,11.6,7,7,43,No moonrise,02:01 PM,06:02 AM,07:22 PM,22,29,29,26,19,7,79,0.0,1005,28,10,234,15
2014-08-19,27,24,0.0,11.6,7,7,36,12:43 AM,02:54 PM,06:02 AM,07:21 PM,20,27,27,26,19,3,73,0.0,1009,27,10,225,15
2014-08-20,27,23,0.0,11.6,6,6,28,01:31 AM,03:43 PM,06:03 AM,07:19 PM,19,28,28,26,13,0,67,0.0,1013,27,10,267,10
2014-08-21,27,22,0.0,11.6,6,6,21,02:21 AM,04:27 PM,06:04 AM,07:18 PM,19,28,28,27,9,0,65,0.0,1011,27,10,269,8
2014-08-22,27,23,0.0,11.6,7,7,14,03:13 AM,05:09 PM,06:04 AM,07:17 PM,23,31,31,28,9,0,75,0.0,1009,27,10,292,8
2014-08-23,29,25,0.0,11.6,7,7,7,04:05 AM,05:47 PM,06:05 AM,07:16 PM,23,33,33,29,8,0,72,0.0,1007,29,10,256,7
2014-08-24,29,26,0.0,11.6,7,7,0,04:59 AM,06:22 PM,06:06 AM,07:15 PM,23,34,34,30,8,0,67,0.0,1006,29,10,195,6
2014-08-25,29,26,0.0,11.6,7,7,0,05:52 AM,06:55 PM,06:06 AM,07:13 PM,22,33,33,29,10,0,68,0.0,1007,29,10,276,8
2014-08-26,29,25,0.0,11.6,7,7,1,06:45 AM,07:28 PM,06:07 AM,07:12 PM,22,30,30,27,15,0,72,0.0,1008,29,10,227,12
2014-08-27,28,24,0.0,11.6,7,7,8,07:39 AM,08:00 PM,06:08 AM,07:11 PM,22,29,29,27,14,0,75,0.0,1008,28,10,237,12
2014-08-28,27,23,0.0,11.6,7,7,15,08:32 AM,08:32 PM,06:09 AM,07:09 PM,21,28,28,26,14,5,77,0.0,1007,27,10,243,12
2014-08-29,27,23,0.0,11.6,6,6,22,09:28 AM,09:06 PM,06:09 AM,07:08 PM,21,28,28,26,11,2,77,0.0,1008,27,10,240,10
2014-08-30,28,24,0.0,11.6,7,7,30,10:23 AM,09:42 PM,06:10 AM,07:07 PM,24,32,32,28,11,0,78,0.0,1008,28,10,273,9
2014-08-31,28,25,0.0,11.6,7,7,33,11:20 AM,10:22 PM,06:11 AM,07:05 PM,24,32,32,28,12,10,83,0.0,1008,28,10,288,9
2014-09-01,27,24,0.0,11.6,7,7,46,12:18 PM,11:07 PM,06:11 AM,07:04 PM,22,28,28,25,20,28,83,0.0,1007,27,10,245,16
2014-09-02,26,23,0.0,11.6,6,6,53,01:17 PM,11:57 PM,06:12 AM,07:03 PM,20,26,26,24,17,6,76,0.0,1008,26,10,249,13
2014-09-03,26,23,0.0,11.6,6,6,61,02:14 PM,No moonset,06:13 AM,07:01 PM,20,27,27,25,13,6,76,0.0,1009,26,10,254,11
2014-09-04,27,23,0.0,11.6,7,7,68,03:10 PM,12:52 AM,06:13 AM,07:00 PM,21,29,29,27,9,0,72,0.0,1009,27,10,267,7
2014-09-05,27,23,0.0,11.6,6,6,76,04:03 PM,01:54 AM,06:14 AM,06:59 PM,20,27,27,25,15,3,73,0.0,1007,27,10,244,13
2014-09-06,26,23,0.0,11.6,6,6,84,04:52 PM,03:00 AM,06:15 AM,06:57 PM,19,26,26,24,19,3,71,0.0,1007,26,10,237,16
2014-09-07,26,22,0.0,11.6,6,6,91,05:38 PM,04:08 AM,06:15 AM,06:56 PM,19,26,26,25,15,6,72,0.0,1011,26,10,250,12
2014-09-08,26,22,0.0,11.6,6,6,99,06:21 PM,05:18 AM,06:16 AM,06:55 PM,19,26,26,25,13,1,72,0.0,1012,26,10,252,11
2014-09-09,26,23,0.0,11.6,6,6,100,07:03 PM,06:28 AM,06:17 AM,06:53 PM,20,27,27,25,14,6,74,0.0,1011,26,10,250,12
2014-09-10,26,23,0.0,11.6,6,6,86,07:44 PM,07:37 AM,06:17 AM,06:52 PM,20,27,27,25,14,2,74,0.0,1011,26,10,256,12
2014-09-11,26,23,0.0,11.6,6,6,79,08:25 PM,08:44 AM,06:18 AM,06:50 PM,20,27,27,25,11,3,73,0.0,1013,26,10,261,9
2014-09-12,27,22,0.0,11.6,6,6,71,09:08 PM,09:50 AM,06:19 AM,06:49 PM,20,28,28,26,10,1,71,0.0,1012,27,10,274,9
2014-09-13,28,24,0.0,11.6,7,7,64,09:52 PM,10:52 AM,06:19 AM,06:48 PM,19,28,28,26,15,12,66,0.1,1011,28,10,238,11
2014-09-14,26,22,0.0,11.6,6,6,56,10:38 PM,11:51 AM,06:20 AM,06:46 PM,18,26,26,24,15,1,70,0.0,1010,26,10,234,12
2014-09-15,26,23,0.0,11.6,6,6,48,11:27 PM,12:47 PM,06:21 AM,06:45 PM,19,26,26,25,16,2,71,0.0,1010,26,10,233,13
2014-09-16,26,23,0.0,11.6,6,6,41,No moonrise,01:38 PM,06:21 AM,06:43 PM,19,26,26,25,17,0,70,0.0,1010,26,10,221,13
2014-09-17,29,24,0.0,11.6,7,7,33,12:16 AM,02:24 PM,06:22 AM,06:42 PM,15,28,28,27,9,4,48,0.0,1009,29,10,238,7
2014-09-18,26,23,0.0,11.6,6,6,26,01:08 AM,03:07 PM,06:23 AM,06:41 PM,19,26,26,25,17,1,70,0.0,1012,26,10,239,14
2014-09-19,25,22,0.0,11.6,6,6,18,02:00 AM,03:46 PM,06:24 AM,06:39 PM,18,26,26,24,16,1,71,0.0,1014,25,10,244,13
2014-09-20,25,21,0.0,11.6,6,6,11,02:53 AM,04:22 PM,06:24 AM,06:38 PM,18,26,26,25,11,0,65,0.0,1012,25,10,249,9
2014-09-21,26,22,0.0,11.6,6,6,3,03:46 AM,04:57 PM,06:25 AM,06:36 PM,16,26,26,25,11,0,56,0.0,1011,26,10,209,9
2014-09-22,25,22,0.0,11.6,6,6,0,04:39 AM,05:30 PM,06:26 AM,06:35 PM,17,25,25,24,17,0,67,0.0,1011,25,10,225,14
2014-09-23,26,22,0.0,11.6,6,6,0,05:33 AM,06:01 PM,06:26 AM,06:34 PM,20,27,27,25,10,0,73,0.0,1013,26,10,229,9
2014-09-24,29,24,0.0,11.6,7,7,0,06:27 AM,06:34 PM,06:27 AM,06:32 PM,19,29,29,27,19,0,61,0.0,1013,29,10,204,13
2014-09-25,27,24,0.0,11.6,7,7,4,07:22 AM,07:08 PM,06:28 AM,06:31 PM,19,27,27,25,31,0,70,0.0,1011,27,10,206,23
2014-09-26,26,23,0.0,11.6,6,6,12,08:18 AM,07:44 PM,06:28 AM,06:29 PM,19,26,26,24,27,0,70,0.0,1011,26,10,210,20
2014-09-27,28,23,0.0,11.6,7,7,19,09:15 AM,08:22 PM,06:29 AM,06:28 PM,18,27,27,26,27,9,61,0.0,1011,28,10,205,19
2014-09-28,25,21,0.0,11.6,6,6,27,10:13 AM,09:06 PM,06:30 AM,06:27 PM,17,25,25,23,36,27,70,12.1,1011,25,9,223,25
2014-09-29,23,21,0.0,11.6,6,6,34,11:11 AM,09:53 PM,06:30 AM,06:25 PM,16,22,24,22,15,7,66,0.1,1014,23,10,269,12
2014-09-30,24,21,0.0,11.6,6,6,42,12:08 PM,10:46 PM,06:31 AM,06:24 PM,17,26,26,24,17,3,64,0.0,1014,24,10,271,14
2014-10-01,26,23,0.0,11.6,6,6,48,01:03 PM,11:44 PM,06:32 AM,06:22 PM,15,26,26,25,20,14,56,0.5,1013,26,10,174,15
2014-10-02,24,22,0.0,11.6,6,6,55,01:55 PM,No moonset,06:33 AM,06:21 PM,15,25,25,24,13,8,57,0.4,1013,24,10,247,10
2014-10-03,25,21,0.0,11.6,6,6,62,02:44 PM,12:46 AM,06:33 AM,06:20 PM,16,26,26,25,8,0,59,0.0,1014,25,10,274,7
2014-10-04,24,21,0.0,11.6,6,6,69,03:30 PM,01:51 AM,06:34 AM,06:18 PM,17,26,26,24,10,0,66,0.0,1014,24,10,266,8
2014-10-05,24,20,0.0,11.6,6,6,77,04:12 PM,02:58 AM,06:35 AM,06:17 PM,17,24,25,24,9,0,67,0.0,1016,24,10,293,8
2014-10-06,24,21,0.0,11.6,6,6,84,04:54 PM,04:05 AM,06:36 AM,06:16 PM,17,26,26,24,10,0,65,0.0,1018,24,10,253,8
2014-10-07,27,22,0.0,11.6,6,6,91,05:35 PM,05:14 AM,06:36 AM,06:14 PM,16,26,26,25,19,0,58,0.0,1017,27,10,99,13
2014-10-08,27,23,0.0,11.6,7,7,99,06:16 PM,06:21 AM,06:37 AM,06:13 PM,15,27,27,26,17,1,51,0.0,1013,27,10,149,11
2014-10-09,26,22,0.0,11.6,6,6,100,06:58 PM,07:28 AM,06:38 AM,06:12 PM,18,27,27,26,9,1,64,0.0,1013,26,10,218,8
2014-10-10,26,21,0.0,11.6,6,6,87,07:43 PM,08:33 AM,06:39 AM,06:11 PM,18,27,27,25,12,8,65,0.0,1013,26,10,184,9
2014-10-11,25,22,0.0,11.6,6,6,80,08:29 PM,09:36 AM,06:39 AM,06:09 PM,17,26,26,24,9,9,64,0.6,1013,25,10,229,7
2014-10-12,23,21,0.0,11.6,6,6,72,09:18 PM,10:34 AM,06:40 AM,06:08 PM,17,23,25,23,9,3,69,0.0,1014,23,10,256,8
2014-10-13,23,20,0.0,11.6,6,6,65,10:08 PM,11:29 AM,06:41 AM,06:07 PM,18,23,25,23,8,1,71,0.0,1014,23,10,255,7
2014-10-14,22,19,0.0,11.6,6,6,58,11:00 PM,12:18 PM,06:42 AM,06:06 PM,16,22,24,22,12,5,70,0.1,1013,22,10,240,10
2014-10-15,23,20,0.0,11.6,6,6,51,11:53 PM,01:03 PM,06:43 AM,06:04 PM,14,21,23,21,13,6,65,0.9,1014,23,10,232,10
2014-10-16,22,20,0.0,11.6,6,6,43,No moonrise,01:44 PM,06:43 AM,06:03 PM,14,21,23,21,11,6,62,0.0,1017,22,10,259,9
2014-10-17,24,19,0.0,11.6,6,6,36,12:45 AM,02:21 PM,06:44 AM,06:02 PM,16,22,24,22,20,13,67,0.1,1017,24,10,197,16
2014-10-18,24,21,0.0,11.6,6,6,29,01:39 AM,02:56 PM,06:45 AM,06:01 PM,18,25,25,23,27,7,75,0.2,1013,24,10,207,21
2014-10-19,22,20,0.0,11.5,6,6,21,02:32 AM,03:30 PM,06:46 AM,06:00 PM,16,21,23,21,25,12,71,1.7,1009,22,10,200,19
2014-10-20,20,16,0.0,8.7,5,5,14,03:26 AM,04:02 PM,06:47 AM,05:58 PM,9,19,19,19,19,1,52,0.2,1012,20,10,220,15
2014-10-21,20,16,0.0,8.7,5,5,7,04:19 AM,04:34 PM,06:47 AM,05:57 PM,10,21,22,21,7,0,50,0.0,1016,20,10,178,6
2014-10-22,23,18,0.0,8.7,6,6,0,05:14 AM,05:08 PM,06:48 AM,05:56 PM,12,23,25,23,11,28,52,0.0,1016,23,10,159,8
2014-10-23,23,20,0.0,8.7,6,6,0,06:10 AM,05:43 PM,06:49 AM,05:55 PM,16,22,25,22,17,5,67,0.4,1015,23,10,239,13
2014-10-24,23,19,0.0,8.7,6,6,0,07:08 AM,06:21 PM,06:50 AM,05:54 PM,13,23,25,23,9,1,55,0.0,1016,23,10,149,7
2014-10-25,25,21,0.0,8.7,6,6,7,08:06 AM,07:04 PM,06:51 AM,05:53 PM,14,25,25,24,11,1,54,0.0,1015,25,10,118,9
2014-10-26,25,22,0.0,8.7,6,6,15,09:05 AM,07:51 PM,06:52 AM,05:52 PM,13,26,26,25,9,2,49,0.0,1015,25,10,169,7
2014-10-27,25,20,0.0,8.7,6,6,22,10:03 AM,08:42 PM,06:53 AM,05:51 PM,11,25,25,23,8,21,46,0.0,1016,25,10,213,6
2014-10-28,23,20,0.0,8.7,6,6,29,10:59 AM,09:39 PM,06:53 AM,05:50 PM,15,22,24,22,14,11,64,0.1,1015,23,10,259,11
2014-10-29,22,19,0.0,8.7,6,6,36,11:52 AM,10:39 PM,06:54 AM,05:49 PM,16,22,24,22,8,4,70,0.0,1014,22,10,259,7
2014-10-30,21,18,0.0,8.7,5,5,44,12:41 PM,11:42 PM,06:55 AM,05:48 PM,15,20,20,20,15,11,73,0.1,1014,21,10,231,12
2014-10-31,20,17,0.0,8.7,5,5,48,01:27 PM,No moonset,06:56 AM,05:47 PM,12,19,19,19,19,6,67,0.2,1012,20,10,222,14
2014-11-01,19,17,0.0,8.7,5,5,60,02:09 PM,12:46 AM,06:57 AM,05:46 PM,12,18,18,18,21,11,67,0.2,1014,19,10,209,16
2014-11-02,21,18,0.0,8.7,5,5,68,02:50 PM,01:52 AM,06:58 AM,05:45 PM,12,19,20,19,24,25,65,3.3,1014,21,10,172,17
2014-11-03,20,17,0.0,8.7,5,5,76,03:30 PM,02:57 AM,06:59 AM,05:44 PM,12,19,19,19,12,13,64,0.5,1014,20,10,201,9
2014-11-04,19,17,0.0,8.7,5,5,83,04:09 PM,04:03 AM,07:00 AM,05:43 PM,10,18,18,18,11,10,60,0.0,1017,19,10,154,9
2014-11-05,20,16,0.0,8.7,5,5,91,04:50 PM,05:09 AM,07:01 AM,05:42 PM,9,20,20,20,9,0,49,0.0,1021,20,10,149,7
2014-11-06,21,18,0.0,8.7,5,5,98,05:33 PM,06:13 AM,07:02 AM,05:42 PM,7,20,20,20,14,0,44,0.0,1024,21,10,163,11
2014-11-07,22,18,0.0,8.7,5,5,100,06:17 PM,07:17 AM,07:03 AM,05:41 PM,6,21,22,21,12,0,37,0.0,1022,22,10,179,8
2014-11-08,23,19,0.0,8.7,6,6,87,07:06 PM,08:18 AM,07:03 AM,05:40 PM,4,22,22,22,20,2,32,0.0,1020,23,10,89,12
2014-11-09,25,21,0.0,8.7,6,6,79,07:56 PM,09:16 AM,07:04 AM,05:39 PM,8,24,24,23,16,1,37,0.0,1019,25,10,147,10
2014-11-10,25,21,0.0,8.7,6,6,72,08:48 PM,10:08 AM,07:05 AM,05:38 PM,11,25,25,24,10,1,44,0.0,1019,25,10,137,7
2014-11-11,24,21,0.0,8.7,6,6,64,09:42 PM,10:56 AM,07:06 AM,05:38 PM,10,24,24,23,14,20,43,0.0,1017,24,10,135,9
2014-11-12,23,20,0.0,8.7,6,6,57,10:35 PM,11:40 AM,07:07 AM,05:37 PM,9,22,24,22,13,10,44,0.0,1015,23,10,162,9
2014-11-13,23,19,0.0,7.1,6,6,49,11:29 PM,12:19 PM,07:08 AM,05:36 PM,8,21,22,21,10,28,42,0.0,1013,23,10,205,7
2014-11-14,23,19,0.0,8.7,6,6,41,No moonrise,12:55 PM,07:09 AM,05:36 PM,10,21,23,21,8,19,47,0.0,1013,23,10,179,5
2014-11-15,21,18,0.0,8.7,5,5,34,12:22 AM,01:29 PM,07:10 AM,05:35 PM,12,20,20,20,20,13,63,0.3,1013,21,10,201,14
2014-11-16,19,17,0.0,8.7,5,5,26,01:16 AM,02:01 PM,07:11 AM,05:34 PM,12,18,18,18,22,22,71,0.5,1011,19,10,203,17
2014-11-17,19,16,0.0,8.7,5,5,19,02:09 AM,02:33 PM,07:12 AM,05:34 PM,12,18,18,18,10,6,68,0.1,1016,19,10,203,8
2014-11-18,20,16,0.0,8.7,5,5,11,03:03 AM,03:06 PM,07:13 AM,05:33 PM,11,19,19,19,15,5,62,0.0,1021,20,10,102,11
2014-11-19,21,17,0.0,8.7,5,5,4,03:58 AM,03:40 PM,07:14 AM,05:33 PM,11,20,21,20,14,8,56,0.0,1021,21,10,130,10
2014-11-20,23,19,0.0,8.7,6,6,0,04:55 AM,04:17 PM,07:15 AM,05:32 PM,10,21,22,21,14,15,50,0.0,1016,23,10,114,10
2014-11-21,20,15,0.0,8.7,5,5,0,05:54 AM,04:58 PM,07:16 AM,05:32 PM,11,18,18,18,18,14,64,3.2,1012,20,10,226,14
2014-11-22,16,13,0.0,8.7,4,4,0,06:54 AM,05:44 PM,07:17 AM,05:32 PM,10,15,15,15,22,27,71,7.1,1012,16,9,213,16
2014-11-23,17,13,0.0,8.7,4,4,4,07:54 AM,06:35 PM,07:18 AM,05:31 PM,8,15,15,15,11,10,61,0.4,1014,17,10,199,9
2014-11-24,16,13,0.0,8.7,4,4,11,08:52 AM,07:31 PM,07:19 AM,05:31 PM,8,15,15,15,7,10,63,0.0,1013,16,10,140,6
2014-11-25,17,13,0.0,7.1,4,4,19,09:48 AM,08:31 PM,07:19 AM,05:31 PM,10,14,15,14,32,32,70,7.6,1012,17,10,201,23
2014-11-26,14,13,0.0,8.7,4,4,26,10:40 AM,09:35 PM,07:20 AM,05:30 PM,9,12,13,12,30,33,73,6.7,1010,14,9,214,22
2014-11-27,15,12,0.0,8.7,4,4,34,11:27 AM,10:39 PM,07:21 AM,05:30 PM,7,14,15,14,7,8,60,0.0,1016,15,10,184,6
2014-11-28,16,12,0.0,8.7,4,4,41,12:10 PM,11:45 PM,07:22 AM,05:30 PM,7,15,15,15,5,10,58,0.0,1022,16,10,196,4
2014-11-29,17,13,0.0,8.7,4,4,49,12:51 PM,No moonset,07:23 AM,05:30 PM,8,16,16,16,5,11,61,0.0,1023,17,10,173,4
2014-11-30,17,14,0.0,8.7,5,5,56,01:30 PM,12:49 AM,07:24 AM,05:29 PM,10,16,16,16,8,10,68,0.0,1020,17,10,215,6
2014-12-01,18,14,0.0,8.7,5,5,62,02:08 PM,01:53 AM,07:25 AM,05:29 PM,12,16,16,16,22,21,75,0.0,1019,18,10,199,16
2014-12-02,19,16,0.0,8.7,5,5,69,02:47 PM,02:57 AM,07:26 AM,05:29 PM,14,18,18,18,12,19,77,0.0,1020,19,10,202,9
2014-12-03,22,18,0.0,8.7,6,6,76,03:27 PM,04:00 AM,07:27 AM,05:29 PM,12,21,21,21,18,33,58,0.0,1021,22,10,70,10
2014-12-04,23,20,0.0,8.7,6,6,84,04:10 PM,05:03 AM,07:27 AM,05:29 PM,10,21,22,21,18,25,50,0.0,1020,23,10,141,9
2014-12-05,21,18,0.0,8.7,5,5,91,04:56 PM,06:04 AM,07:28 AM,05:29 PM,11,20,21,20,12,18,56,0.0,1018,21,10,140,7
2014-12-06,21,17,0.0,8.7,5,5,98,05:45 PM,07:03 AM,07:29 AM,05:29 PM,12,20,20,20,9,15,59,0.0,1017,21,10,131,6
2014-12-07,21,18,0.0,8.7,5,5,100,06:36 PM,07:58 AM,07:30 AM,05:29 PM,13,21,22,21,8,2,61,0.0,1016,21,10,190,6
2014-12-08,22,18,0.0,8.7,6,6,87,07:30 PM,08:48 AM,07:31 AM,05:29 PM,12,21,21,21,20,12,57,0.1,1013,22,10,138,11
2014-12-09,20,16,0.0,8.7,4,4,80,08:24 PM,09:34 AM,07:31 AM,05:29 PM,12,18,18,18,32,28,67,3.9,1011,20,10,166,21
2014-12-10,18,15,0.0,8.7,5,5,73,09:18 PM,10:15 AM,07:32 AM,05:30 PM,12,17,17,17,18,6,70,0.1,1020,18,10,168,13
2014-12-11,21,16,0.0,8.7,5,5,66,10:12 PM,10:53 AM,07:33 AM,05:30 PM,11,19,19,19,21,15,60,0.0,1020,21,10,89,13
2014-12-12,21,16,0.0,8.7,5,5,58,11:05 PM,11:28 AM,07:34 AM,05:30 PM,12,19,20,19,36,35,65,0.4,1015,21,10,173,22
2014-12-13,17,15,0.0,8.7,5,5,51,11:58 PM,12:01 PM,07:34 AM,05:30 PM,10,16,16,16,24,16,69,0.2,1016,17,10,201,18
2014-12-14,16,14,0.0,8.7,4,4,44,No moonrise,12:32 PM,07:35 AM,05:30 PM,9,15,15,15,13,10,68,0.5,1018,16,10,230,10
2014-12-15,16,13,0.0,8.7,4,4,36,12:52 AM,01:04 PM,07:36 AM,05:31 PM,9,15,15,15,12,4,66,0.0,1022,16,10,181,9
2014-12-16,17,13,0.0,8.7,4,4,29,01:46 AM,01:37 PM,07:36 AM,05:31 PM,10,16,16,16,11,2,67,0.0,1024,17,10,146,9
2014-12-17,18,15,0.0,8.7,5,5,22,02:41 AM,02:12 PM,07:37 AM,05:31 PM,8,17,17,17,11,11,55,0.0,1023,18,10,142,8
2014-12-18,19,16,0.0,8.7,5,5,15,03:38 AM,02:51 PM,07:38 AM,05:32 PM,7,17,17,17,20,32,51,0.0,1018,19,10,171,13
